id_evaluacion,id_registro,id_usuario,nombre,edad,genero,id_contexto,origen,actividad,ubicacion,descripcion,fecha_hora,valencia,activacion,comentario,intensidad,intensidad_normalizada,cuadrante,etiqueta_emocional
4641,1670,19,Valentina Benítez,32,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-23 09:26:00,-0.27,0.23,Completó una etapa intermedia,0.35468295701936403,0.25079872407968906,Centro,Neutro
4642,2194,20,Agustín Álvarez,18,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-05 09:39:00,-0.03,-0.02,Sin comentario,0.03605551275463989,0.02549509756796392,Centro,Neutro
4643,506,21,Camila Torres,41,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-29 09:07:00,0.51,-0.31,Encontró una solución funcional,0.596824932455071,0.4220189569201838,Positiva-Baja,Calmo
4644,2201,22,Emiliano Ferreira,24,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-21 17:30:00,-0.29,-0.09,Analizó ejemplos antes de resolver,0.30364452901377953,0.21470910553583886,Centro,Neutro
4645,272,23,Florencia Molina,33,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-04-08 15:31:00,-0.58,0.18,No logró completar la actividad a tiempo,0.6072890580275591,0.4294182110716777,Negativa-Alta,Triste
4646,2557,24,Ignacio Ríos,32,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-11 11:24:00,0.46,0.59,Comprendió el problema planteado,0.7481310045707236,0.5290085065478626,Positiva-Alta,Entusiasta
4647,4064,25,Julieta Cabrera,34,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-22 10:57:00,0.64,0.09,Recibió una devolución positiva,0.646297145282261,0.45700109409059403,Positiva-Alta,Calmo
4648,2903,1,Ana Pérez,35,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-06 17:40:00,0.05,0.49,Continuó trabajando con apoyo parcial,0.49254441424099005,0.34828149534535996,Positiva-Alta,Alerta
4649,3178,2,Bruno Gómez,39,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-03 13:30:00,0.32,0.79,Se mostró motivado durante la tarea,0.8523496934944015,0.6027022482121666,Positiva-Alta,Entusiasta
4650,1428,3,Carla Rodríguez,40,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-29 12:18:00,-0.41,0.39,Tuvo dificultades para avanzar,0.5658621740318043,0.40012498047485107,Negativa-Alta,Frustrado
4651,3544,4,Diego Fernández,26,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-10 16:27:00,0.33,0.34,Encontró una solución funcional,0.4738143096192854,0.3350373113550191,Positiva-Alta,Entusiasta
4652,3804,5,Elena Silva,32,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-21 09:51:00,0.32,0.63,Terminó la actividad con seguridad,0.7066116330771806,0.4996498774141749,Positiva-Alta,Entusiasta
4653,308,6,Federico Martínez,34,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-22 15:49:00,0.07,0.81,Completó una etapa intermedia,0.8130190649671138,0.5748912940721924,Positiva-Alta,Tenso
4654,3775,7,Gabriela López,35,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-24 14:02:00,-0.41,0.54,Mostró frustración ante errores repetidos,0.6780117993073572,0.47942674101472477,Negativa-Alta,Frustrado
4655,2098,8,Hernán Cardozo,42,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-28 09:51:00,-0.15,0.45,Revisó materiales del curso,0.4743416490252569,0.3354101966249684,Negativa-Alta,Alerta
4656,3651,9,Inés Acosta,36,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-10 17:09:00,0.29,-0.22,Analizó ejemplos antes de resolver,0.3640054944640259,0.257390753524675,Centro,Neutro
4657,5328,10,Joaquín Suárez,25,M,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-04-03 10:53:00,0.3,-0.07,Registró una respuesta breve,0.3080584360149873,0.21783020910791964,Positiva-Baja,Calmo
4658,4288,11,Lucía Méndez,22,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-10 10:57:00,0.19,-0.13,Sin comentario,0.23021728866442678,0.16278820596099708,Centro,Neutro
4659,697,12,Martín Castro,39,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-28 14:16:00,0.2,-0.22,Completó una etapa intermedia,0.2973213749463701,0.21023796041628637,Centro,Neutro
4660,4440,13,Natalia Ramos,36,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-09 17:51:00,-0.2,-0.09,Analizó ejemplos antes de resolver,0.2193171219946131,0.1550806241927082,Centro,Neutro
4661,371,14,Octavio Varela,37,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-23 15:19:00,-0.1,0.14,Continuó trabajando con apoyo parcial,0.17204650534085256,0.1216552506059644,Centro,Neutro
4662,4117,15,Paula Costa,22,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-19 14:01:00,0.31,-0.32,Se mostró motivado durante la tarea,0.4455333881989093,0.3150396800404673,Positiva-Baja,Calmo
4663,5763,16,Rafael Sosa,18,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-08 13:05:00,0.75,-0.58,Recibió una devolución positiva,0.9481033698917012,0.6704103221162394,Positiva-Baja,Calmo
4664,3180,17,Sofía Díaz,19,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-05-15 14:42:00,0.63,0.51,Avanzó sin mayores dificultades,0.8105553651663778,0.573149195236284,Positiva-Alta,Entusiasta
4665,1231,18,Tomás Moreira,19,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-12 16:24:00,-0.09,0.44,Realizó la actividad sin comentarios especiales,0.4491102314577124,0.31756889016400836,Negativa-Alta,Alerta
4666,3764,19,Valentina Benítez,32,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-23 11:45:00,0.37,0.78,Avanzó sin mayores dificultades,0.8633075929238663,0.6104506532063013,Positiva-Alta,Entusiasta
4667,336,20,Agustín Álvarez,18,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-03 09:52:00,-0.07,0.41,Realizó la actividad sin comentarios especiales,0.41593268686170837,0.2941088233970548,Negativa-Alta,Alerta
4668,3381,21,Camila Torres,41,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-24 14:56:00,0.49,-0.04,Avanzó sin mayores dificultades,0.49162994213127414,0.34763486591537385,Positiva-Baja,Calmo
4669,375,22,Emiliano Ferreira,24,M,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-10 12:20:00,-0.4,0.49,Sin comentario,0.6325345840347387,0.4472694937059758,Negativa-Alta,Frustrado
4670,4857,23,Florencia Molina,33,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-19 10:05:00,-0.2,0.45,Continuó trabajando con apoyo parcial,0.49244289008980524,0.34820970692960296,Negativa-Alta,Alerta
4671,4191,24,Ignacio Ríos,32,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-05-19 14:54:00,0.58,0.2,Se mostró motivado durante la tarea,0.6135144660071187,0.43382023926967717,Positiva-Alta,Calmo
4672,2295,25,Julieta Cabrera,34,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-11 09:04:00,-0.4,0.67,Se bloqueó durante la ejecución del código,0.7803204469959762,0.5517698795693727,Negativa-Alta,Frustrado
4673,491,1,Ana Pérez,35,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-23 14:07:00,-0.04,0.47,Analizó ejemplos antes de resolver,0.4716990566028302,0.3335416016031583,Negativa-Alta,Alerta
4674,66,2,Bruno Gómez,39,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-02 14:30:00,-0.51,0.65,Mostró frustración ante errores repetidos,0.826196102629394,0.5842088667591412,Negativa-Alta,Frustrado
4675,3779,3,Carla Rodríguez,40,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-19 13:36:00,-0.24,0.36,Registró una respuesta breve,0.4326661530556787,0.30594117081556704,Negativa-Alta,Alerta
4676,5077,4,Diego Fernández,26,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-18 09:47:00,-0.25,0.6,Revisó materiales del curso,0.65,0.4596194077712559,Negativa-Alta,Tenso
4677,831,5,Elena Silva,32,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-08 17:17:00,-0.49,0.19,No logró completar la actividad a tiempo,0.5255473337388366,0.3716180835212409,Negativa-Alta,Triste
4678,196,6,Federico Martínez,34,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-24 13:11:00,0.53,0.06,Comprendió el problema planteado,0.5333854141237835,0.3771604433129222,Positiva-Alta,Calmo
4679,515,7,Gabriela López,35,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-05-15 08:08:00,-0.38,0.66,Se sintió presionado por el tiempo,0.7615773105863909,0.5385164807134504,Negativa-Alta,Frustrado
4680,1053,8,Hernán Cardozo,42,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-30 09:26:00,-0.35,0.68,No logró completar la actividad a tiempo,0.7647875521999558,0.5407864643276493,Negativa-Alta,Frustrado
4681,4534,9,Inés Acosta,36,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-04-13 14:44:00,0.01,0.14,Registró una respuesta breve,0.14035668847618202,0.09924716620639605,Centro,Neutro
4682,1502,10,Joaquín Suárez,25,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-01 14:30:00,-0.05,-0.06,Completó una etapa intermedia,0.07810249675906655,0.055226805085936304,Centro,Neutro
4683,582,11,Lucía Méndez,22,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-02 14:24:00,-0.07,0.53,Registró una respuesta breve,0.5346026561849464,0.37802116342871595,Negativa-Alta,Alerta
4684,2379,12,Martín Castro,39,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-05 11:50:00,0.05,0.21,Analizó ejemplos antes de resolver,0.215870331449229,0.15264337522473745,Centro,Neutro
4685,2889,13,Natalia Ramos,36,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-16 12:37:00,0.27,0.24,Realizó la actividad sin comentarios especiales,0.36124783736376886,0.255440795488896,Centro,Neutro
4686,2828,14,Octavio Varela,37,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-26 09:43:00,0.1,0.3,Registró una respuesta breve,0.31622776601683794,0.22360679774997896,Positiva-Alta,Alerta
4687,5792,15,Paula Costa,22,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-10 13:51:00,0.97,-0.32,Avanzó sin mayores dificultades,1.021420579389313,0.7222534181296755,Positiva-Baja,Calmo
4688,5518,16,Rafael Sosa,18,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-05-09 15:22:00,-0.17,-0.01,Completó una etapa intermedia,0.17029386365926402,0.12041594578792296,Centro,Neutro
4689,3272,17,Sofía Díaz,19,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-24 15:35:00,-0.51,0.83,Sin comentario,0.9741663102366043,0.6888396039717809,Negativa-Alta,Frustrado
4690,184,18,Tomás Moreira,19,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-14 11:28:00,-0.5,0.89,Se sintió presionado por el tiempo,1.0208329931972222,0.7218379319487165,Negativa-Alta,Frustrado
4691,5152,19,Valentina Benítez,32,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-22 14:35:00,0.54,-0.21,Se mostró motivado durante la tarea,0.5793962374748389,0.40969500851242985,Positiva-Baja,Calmo
4692,2906,20,Agustín Álvarez,18,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-05 11:31:00,-0.46,0.52,Mostró frustración ante errores repetidos,0.6942621983083913,0.4909175083453431,Negativa-Alta,Frustrado
4693,1153,21,Camila Torres,41,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-09 09:14:00,0.15,-0.6,Registró una respuesta breve,0.6184658438426491,0.43732139211339754,Positiva-Baja,Cansado
4694,5479,22,Emiliano Ferreira,24,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-23 09:12:00,0.39,0.33,Terminó la actividad con seguridad,0.5108815909777921,0.36124783736376886,Positiva-Alta,Entusiasta
4695,3070,23,Florencia Molina,33,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-16 14:45:00,-0.42,0.88,Se bloqueó durante la ejecución del código,0.9750897394599125,0.6894925670375279,Negativa-Alta,Frustrado
4696,2122,24,Ignacio Ríos,32,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-07 12:15:00,-0.52,0.72,Se bloqueó durante la ejecución del código,0.8881441324469806,0.6280127387243032,Negativa-Alta,Frustrado
4697,2827,25,Julieta Cabrera,34,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-01 09:10:00,-0.2,0.51,Continuó trabajando con apoyo parcial,0.5478138369920935,0.38736287896493127,Negativa-Alta,Alerta
4698,2667,1,Ana Pérez,35,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-27 10:52:00,-0.14,0.57,Realizó la actividad sin comentarios especiales,0.5869412236331675,0.4150301193889426,Negativa-Alta,Alerta
4699,4746,2,Bruno Gómez,39,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-05 17:02:00,-0.04,-0.32,Analizó ejemplos antes de resolver,0.322490309931942,0.22803508501982758,Negativa-Baja,Cansado
4700,2302,3,Carla Rodríguez,40,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-05-22 16:49:00,0.05,0.05,Registró una respuesta breve,0.07071067811865477,0.05,Centro,Neutro
4701,2751,4,Diego Fernández,26,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-18 14:18:00,0.19,0.37,Analizó ejemplos antes de resolver,0.4159326868617084,0.29410882339705485,Positiva-Alta,Alerta
4702,1721,5,Elena Silva,32,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-08 13:04:00,0.03,0.32,Realizó la actividad sin comentarios especiales,0.32140317359976395,0.22726636354727023,Positiva-Alta,Alerta
4703,3815,6,Federico Martínez,34,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-11 12:04:00,0.15,-0.54,Continuó trabajando con apoyo parcial,0.5604462507680822,0.3962953444086872,Positiva-Baja,Cansado
4704,3853,7,Gabriela López,35,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-15 09:56:00,0.02,0.73,Continuó trabajando con apoyo parcial,0.7302739212103907,0.5163816418115578,Positiva-Alta,Tenso
4705,5076,8,Hernán Cardozo,42,M,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-04-28 16:26:00,-0.19,0.45,Continuó trabajando con apoyo parcial,0.4884669896727925,0.3453983207834108,Negativa-Alta,Alerta
4706,1526,9,Inés Acosta,36,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-10 14:09:00,-0.65,0.98,Tuvo dificultades para avanzar,1.175967686630887,0.831534725672957,Negativa-Alta,Frustrado
4707,1496,10,Joaquín Suárez,25,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-26 13:51:00,-0.3,0.52,Se sintió presionado por el tiempo,0.6003332407921455,0.4244997055358225,Negativa-Alta,Frustrado
4708,5202,11,Lucía Méndez,22,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-03 09:22:00,0.2,0.0,Continuó trabajando con apoyo parcial,0.2,0.1414213562373095,Centro,Neutro
4709,4594,12,Martín Castro,39,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-08 08:48:00,-0.24,0.45,Continuó trabajando con apoyo parcial,0.51,0.36062445840513924,Negativa-Alta,Alerta
4710,925,13,Natalia Ramos,36,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-05 10:14:00,-0.69,0.36,Tuvo dificultades para avanzar,0.7782673062643708,0.5503180898353242,Negativa-Alta,Frustrado
4711,3617,14,Octavio Varela,37,M,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-03 13:50:00,-0.02,0.19,Sin comentario,0.191049731745428,0.13509256086106294,Centro,Neutro
4712,2501,15,Paula Costa,22,F,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-07 08:00:00,0.44,0.95,Avanzó sin mayores dificultades,1.0469479452198185,0.7403039916142556,Positiva-Alta,Entusiasta
4713,5467,16,Rafael Sosa,18,M,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-05-12 16:39:00,-0.22,0.87,Revisó materiales del curso,0.8973850901368933,0.6345470825714984,Negativa-Alta,Tenso
4714,400,17,Sofía Díaz,19,F,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-05 17:15:00,0.17,0.71,Continuó trabajando con apoyo parcial,0.7300684899377592,0.5162363799656122,Positiva-Alta,Tenso
4715,1281,18,Tomás Moreira,19,M,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-03 08:25:00,0.28,-0.16,Realizó la actividad sin comentarios especiales,0.322490309931942,0.22803508501982758,Centro,Neutro
4716,419,19,Valentina Benítez,32,F,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-05-02 09:23:00,0.1,0.56,Analizó ejemplos antes de resolver,0.5688585061331157,0.40224370722237535,Positiva-Alta,Alerta
4717,5455,20,Agustín Álvarez,18,M,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-04 08:29:00,-0.58,0.54,Tuvo dificultades para avanzar,0.792464510246358,0.5603570290448759,Negativa-Alta,Frustrado
4718,5470,21,Camila Torres,41,F,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-30 16:11:00,0.01,0.48,Revisó materiales del curso,0.4801041553663121,0.3394849039353591,Positiva-Alta,Alerta
4719,5277,22,Emiliano Ferreira,24,M,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-08 09:43:00,0.1,0.19,Realizó la actividad sin comentarios especiales,0.21470910553583888,0.15182226450688976,Centro,Neutro
4720,2904,23,Florencia Molina,33,F,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-05-20 10:27:00,-0.09,0.72,Continuó trabajando con apoyo parcial,0.7256031973468694,0.513078941294612,Negativa-Alta,Tenso
4721,3715,24,Ignacio Ríos,32,M,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-04-04 15:26:00,-0.04,0.37,Analizó ejemplos antes de resolver,0.37215588131856786,0.2631539473388153,Negativa-Alta,Alerta
4722,5339,25,Julieta Cabrera,34,F,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-05-25 12:17:00,0.41,0.0,Recibió una devolución positiva,0.41,0.28991378028648446,Positiva-Alta,Calmo
4723,770,1,Ana Pérez,35,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-05-06 15:38:00,0.41,0.49,Avanzó sin mayores dificultades,0.6389053137985314,0.45177427992306063,Positiva-Alta,Entusiasta
4724,733,2,Bruno Gómez,39,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-22 12:13:00,0.15,0.11,Completó una etapa intermedia,0.18601075237738274,0.13152946437965904,Centro,Neutro
4725,969,3,Carla Rodríguez,40,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-27 10:46:00,0.21,0.32,Registró una respuesta breve,0.38275318418009274,0.27064737205448713,Positiva-Alta,Alerta
4726,1137,4,Diego Fernández,26,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-05-10 12:04:00,0.1,-0.02,Completó una etapa intermedia,0.10198039027185571,0.0721110255092798,Centro,Neutro
4727,3037,5,Elena Silva,32,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-11 14:53:00,0.01,0.63,Analizó ejemplos antes de resolver,0.6300793600809346,0.44553338819890925,Positiva-Alta,Tenso
4728,4600,7,Gabriela López,35,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-05-02 15:48:00,0.4,-0.27,Avanzó sin mayores dificultades,0.4825971404805462,0.34124771061503106,Positiva-Baja,Calmo
4729,1749,8,Hernán Cardozo,42,M,10,Actividad presencial,Trabajo en equipo,Aula taller,Construcción colaborativa de una solución de programación.,2026-05-07 08:18:00,-0.1,0.1,Analizó ejemplos antes de resolver,0.14142135623730953,0.1,Centro,Neutro
4730,1569,9,Inés Acosta,36,F,11,Actividad presencial,Revisión cruzada entre pares,Aula taller,Lectura y comentario del código producido por otros estudiantes.,2026-04-04 12:33:00,0.67,0.25,Encontró una solución funcional,0.715122367151245,0.5056678751908212,Positiva-Alta,Calmo
4731,564,10,Joaquín Suárez,25,M,12,Actividad presencial,Debate de soluciones,Aula taller,Comparación grupal de distintas estrategias para resolver un problema.,2026-04-01 16:41:00,0.39,0.27,Encontró una solución funcional,0.47434164902525694,0.33541019662496846,Positiva-Alta,Calmo
4732,4138,11,Lucía Méndez,22,F,1,Aplicación educativa,Práctica guiada de variables,Laboratorio de informática,"Actividad introductoria para declarar variables, tipos de datos y operaciones simples.",2026-05-25 08:42:00,0.04,-0.25,Revisó materiales del curso,0.25317977802344327,0.17902513789968155,Centro,Neutro
4733,182,12,Martín Castro,39,M,2,Aplicación educativa,Ejercicio de condicionales,Laboratorio de informática,"Resolución de problemas con estructuras if, elif y else.",2026-04-25 16:29:00,0.25,0.39,Completó una etapa intermedia,0.4632493928760188,0.327566787083184,Positiva-Alta,Alerta
4734,1440,13,Natalia Ramos,36,F,3,Aplicación educativa,Ejercicio de bucles,Laboratorio de informática,Práctica con ciclos for y while para recorrer datos.,2026-04-12 17:51:00,0.42,0.03,Recibió una devolución positiva,0.42107006542854597,0.2977414986191881,Positiva-Alta,Calmo
4735,1284,14,Octavio Varela,37,M,4,Aplicación educativa,Práctica de funciones,Laboratorio de informática,"Diseño de funciones con parámetros, retorno y responsabilidad única.",2026-04-28 14:23:00,-0.15,0.43,Continuó trabajando con apoyo parcial,0.45541190146942795,0.3220248437620923,Negativa-Alta,Alerta
4736,4181,15,Paula Costa,22,F,5,Plataforma virtual,Entrega de tarea individual,Aula virtual,Carga de una solución individual en la plataforma institucional.,2026-04-02 08:47:00,0.55,0.12,Avanzó sin mayores dificultades,0.5629387178015028,0.3980577847499029,Positiva-Alta,Calmo
4737,1235,16,Rafael Sosa,18,M,6,Plataforma virtual,Reentrega corregida,Aula virtual,Nueva entrega luego de revisar observaciones o errores previos.,2026-04-12 12:12:00,-0.56,0.98,Se bloqueó durante la ejecución del código,1.128716084761797,0.7981227975693965,Negativa-Alta,Frustrado
4738,5388,17,Sofía Díaz,19,F,7,Plataforma virtual,Carga de proyecto parcial,Aula virtual,Subida de avances del proyecto integrador para revisión.,2026-04-14 08:54:00,0.31,0.41,Terminó la actividad con seguridad,0.5140038910358559,0.3634556369077249,Positiva-Alta,Entusiasta
4739,3261,18,Tomás Moreira,19,M,8,Plataforma virtual,Entrega final de módulo,Aula virtual,Entrega de producto final correspondiente a una unidad del curso.,2026-04-29 13:43:00,0.21,0.04,Registró una respuesta breve,0.21377558326431947,0.15116216457830972,Centro,Neutro
4740,591,19,Valentina Benítez,32,F,9,Actividad presencial,Trabajo en pares,Aula taller,Resolución de una consigna breve junto a otro estudiante.,2026-04-10 11:05:00,-0.35,0.6,Mostró frustración ante errores repetidos,0.6946221994724903,0.4911720676097125,Negativa-Alta,Frustrado
